date,temperture,lat,lon
2019-06-01,62.267500000000005,33.98499999999917,-118.30572893322352
2019-06-01,60.42416666666667,34.184999999999164,-118.41572893322352
2019-06-01,62.75,33.97499999999916,-118.07572893322354
2019-06-01,62.78916666666667,33.924999999999166,-118.05572893322352
2019-06-01,60.99583333333334,34.12499999999916,-118.11572893322354
2019-06-01,60.20166666666666,34.11499999999916,-118.31572893322354
2019-06-01,60.34291666666667,34.19499999999916,-118.47572893322354
2019-06-01,62.64166666666667,33.98499999999917,-118.11572893322354
2019-06-01,61.53125,33.97499999999916,-118.02572893322356
2019-06-01,58.79958333333334,34.11499999999916,-118.42572893322354
2019-06-01,62.55125,33.924999999999166,-118.22572893322354
2019-06-01,60.44166666666666,34.20499999999917,-118.38572893322356
2019-06-01,61.67083333333333,33.964999999999165,-118.44572893322352
2019-06-01,58.885,34.26499999999916,-118.30572893322352
2019-06-01,61.23416666666666,34.104999999999166,-118.17572893322354
2019-06-01,61.59041666666667,34.08499999999916,-118.20572893322354
2019-06-01,59.82583333333333,34.174999999999166,-118.50572893322354
2019-06-01,57.66583333333333,34.08499999999916,-118.48572893322354
2019-06-01,61.1375,34.11499999999916,-118.14572893322354
2019-06-01,56.09916666666666,34.244999999999166,-118.25572893322354
2019-06-01,62.90541666666667,33.894999999999165,-118.16572893322352
2019-06-01,59.59,34.12499999999916,-118.34572893322354
2019-06-01,58.51833333333334,34.174999999999166,-118.07572893322354
2019-06-01,62.68208333333333,33.934999999999164,-118.13572893322356
2019-06-01,60.38541666666666,34.144999999999165,-118.40572893322354
2019-06-01,61.59625,34.064999999999166,-118.14572893322354
2019-06-01,57.91041666666666,34.19499999999916,-118.13572893322356
2019-06-01,59.54791666666667,34.144999999999165,-118.45572893322354
2019-06-01,59.34833333333333,34.26499999999916,-118.51572893322354
2019-06-01,60.80916666666667,34.174999999999166,-118.27572893322356
2019-06-01,61.80916666666667,34.104999999999166,-118.24572893322356
2019-06-01,55.43083333333333,34.23499999999917,-118.23572893322354
2019-06-01,62.65708333333333,33.94499999999916,-118.16572893322352
2019-06-01,60.05833333333334,34.254999999999164,-118.36572893322354
2019-06-01,62.47416666666666,33.77499999999917,-118.20572893322354
2019-06-01,61.23833333333334,34.104999999999166,-118.29572893322354
2019-06-01,62.06166666666667,33.83499999999916,-118.33572893322354
2019-06-01,59.967083333333335,34.04499999999916,-118.45572893322354
2019-06-01,62.803333333333335,33.754999999999164,-117.94572893322352
2019-06-01,61.861250000000005,34.064999999999166,-118.12572893322354
2019-06-01,58.215833333333336,34.09499999999917,-118.46572893322356
2019-06-01,61.90166666666666,34.08499999999916,-118.06572893322354
2019-06-01,61.45375000000001,33.94499999999916,-117.92572893322354
2019-06-01,61.48083333333333,34.08499999999916,-118.27572893322356
2019-06-01,62.43333333333334,34.004999999999164,-118.19572893322352
2019-06-01,62.532916666666665,34.01499999999916,-118.28572893322354
2019-06-01,62.5275,33.754999999999164,-118.13572893322356
2019-06-01,63.31875,33.84499999999917,-118.18572893322354
2019-06-01,61.19708333333333,34.104999999999166,-118.18572893322354
2019-06-01,61.975,34.04499999999916,-118.26572893322354
2019-06-01,61.07791666666666,34.08499999999916,-118.19572893322352
2019-06-01,62.02125,33.88499999999917,-118.37572893322354
2019-06-01,62.05916666666667,34.04499999999916,-118.33572893322354
2019-06-01,60.47583333333333,34.11499999999916,-118.32572893322354
2019-06-01,62.022083333333335,33.824999999999164,-118.32572893322354
2019-06-01,62.17541666666667,34.034999999999165,-118.32572893322354
2019-06-01,62.28,34.004999999999164,-118.23572893322354
2019-06-01,62.80583333333333,33.91499999999917,-118.11572893322354
2019-06-01,61.50625,34.104999999999166,-118.26572893322354
2019-06-01,61.04208333333333,34.12499999999916,-118.19572893322352
2019-06-01,53.59333333333333,34.30499999999916,-118.01572893322354
2019-06-01,61.0375,34.074999999999164,-118.39572893322354
2019-06-01,60.28,34.16499999999917,-118.24572893322356
2019-06-01,57.91291666666667,34.29499999999916,-118.27572893322356
2019-06-01,58.29666666666666,34.144999999999165,-118.50572893322354
2019-06-01,62.86208333333334,33.84499999999917,-118.12572893322354
2019-06-01,62.63791666666666,33.94499999999916,-118.01572893322354
2019-06-01,63.00833333333333,33.88499999999917,-118.16572893322352
2019-06-01,60.29958333333334,34.16499999999917,-118.42572893322354
2019-06-01,61.59875,34.01499999999916,-118.37572893322354
2019-06-01,61.925,33.964999999999165,-118.37572893322354
2019-06-01,57.66625,34.19499999999916,-118.10572893322356
2019-06-01,62.20791666666667,34.08499999999916,-118.05572893322352
2019-06-02,62.65541666666667,33.98499999999917,-118.30572893322352
2019-06-02,61.80708333333334,34.184999999999164,-118.41572893322352
2019-06-02,62.63458333333333,33.97499999999916,-118.07572893322354
2019-06-02,62.51833333333334,33.924999999999166,-118.05572893322352
2019-06-02,61.36625,34.12499999999916,-118.11572893322354
2019-06-02,61.0675,34.11499999999916,-118.31572893322354
2019-06-02,62.29333333333333,34.19499999999916,-118.47572893322354
2019-06-02,62.6175,33.98499999999917,-118.11572893322354
2019-06-02,61.30041666666667,33.97499999999916,-118.02572893322356
2019-06-02,60.01791666666667,34.11499999999916,-118.42572893322354
2019-06-02,62.42875,33.924999999999166,-118.22572893322354
2019-06-02,61.75541666666667,34.20499999999917,-118.38572893322356
2019-06-02,62.54583333333333,33.964999999999165,-118.44572893322352
2019-06-02,60.18375,34.26499999999916,-118.30572893322352
2019-06-02,61.63875,34.104999999999166,-118.17572893322354
2019-06-02,62.00458333333333,34.08499999999916,-118.20572893322354
2019-06-02,61.58916666666667,34.174999999999166,-118.50572893322354
2019-06-02,59.09375,34.08499999999916,-118.48572893322354
2019-06-02,61.49958333333333,34.11499999999916,-118.14572893322354
2019-06-02,56.99333333333333,34.244999999999166,-118.25572893322354
2019-06-02,62.70458333333334,33.894999999999165,-118.16572893322352
2019-06-02,60.65208333333334,34.12499999999916,-118.34572893322354
2019-06-02,58.9625,34.174999999999166,-118.07572893322354
2019-06-02,62.58125,33.934999999999164,-118.13572893322356
2019-06-02,61.64416666666667,34.144999999999165,-118.40572893322354
2019-06-02,61.82333333333333,34.064999999999166,-118.14572893322354
2019-06-02,58.37625,34.19499999999916,-118.13572893322356
2019-06-02,60.965,34.144999999999165,-118.45572893322354
2019-06-02,60.77541666666667,34.26499999999916,-118.51572893322354
2019-06-02,61.66958333333333,34.174999999999166,-118.27572893322356
2019-06-02,62.35125,34.104999999999166,-118.24572893322356
2019-06-02,56.21208333333333,34.23499999999917,-118.23572893322354
2019-06-02,62.61875,33.94499999999916,-118.16572893322352
2019-06-02,61.361250000000005,34.254999999999164,-118.36572893322354
2019-06-02,62.76333333333333,33.77499999999917,-118.20572893322354
2019-06-02,62.000416666666666,34.104999999999166,-118.29572893322354
2019-06-02,61.93,33.83499999999916,-118.33572893322354
2019-06-02,61.26791666666667,34.04499999999916,-118.45572893322354
2019-06-02,62.33958333333334,33.754999999999164,-117.94572893322352
2019-06-02,62.05416666666667,34.064999999999166,-118.12572893322354
2019-06-02,59.55666666666667,34.09499999999917,-118.46572893322356
2019-06-02,62.055,34.08499999999916,-118.06572893322354
2019-06-02,60.86708333333333,33.94499999999916,-117.92572893322354
2019-06-02,62.075,34.08499999999916,-118.27572893322356
2019-06-02,62.64666666666667,34.004999999999164,-118.19572893322352
