Unnamed: 0,date,lat,lon,temperture,predicted_temp,MAE,RMSE,R²
0,2019-06-01,34.104999999999166,-118.20572893322354,60.99458333333333,60.92211055322265,1.123495597453931,1.4711176945396578,0.9173787972482823
1,2019-06-01,34.13499999999917,-117.95572893322354,62.145,61.14424264235336,1.123495597453931,1.4711176945396578,0.9173787972482823
2,2019-06-01,34.11499999999916,-118.10572893322356,61.51875,61.01154936080572,1.123495597453931,1.4711176945396578,0.9173787972482823
3,2019-06-01,34.15499999999916,-118.04572893322354,60.74,61.05525112253216,1.123495597453931,1.4711176945396578,0.9173787972482823
4,2019-06-01,34.20499999999917,-118.23572893322354,58.67625,60.86510135651207,1.123495597453931,1.4711176945396578,0.9173787972482823
5,2019-06-01,34.174999999999166,-118.18572893322354,58.45875,60.92007526909241,1.123495597453931,1.4711176945396578,0.9173787972482823
6,2019-06-01,33.95499999999917,-118.22572893322354,62.44375,60.94758471458447,1.123495597453931,1.4711176945396578,0.9173787972482823
7,2019-06-01,34.004999999999164,-118.47572893322354,60.96125,60.70201374822216,1.123495597453931,1.4711176945396578,0.9173787972482823
8,2019-06-01,34.26499999999916,-118.31572893322354,59.24458333333333,60.77362726479875,1.123495597453931,1.4711176945396578,0.9173787972482823
9,2019-06-01,34.12499999999916,-118.25572893322354,61.605,60.87006650029625,1.123495597453931,1.4711176945396578,0.9173787972482823
10,2019-06-02,34.104999999999166,-118.20572893322354,61.45583333333334,61.4592852107569,1.123495597453931,1.4711176945396578,0.9173787972482823
11,2019-06-02,34.13499999999917,-117.95572893322354,62.13916666666666,61.68141729988761,1.123495597453931,1.4711176945396578,0.9173787972482823
12,2019-06-02,34.11499999999916,-118.10572893322356,61.81125,61.54872401833997,1.123495597453931,1.4711176945396578,0.9173787972482823
13,2019-06-02,34.15499999999916,-118.04572893322354,61.01458333333333,61.59242578006639,1.123495597453931,1.4711176945396578,0.9173787972482823
14,2019-06-02,34.20499999999917,-118.23572893322354,59.47583333333333,61.40227601404632,1.123495597453931,1.4711176945396578,0.9173787972482823
15,2019-06-02,34.174999999999166,-118.18572893322354,59.04916666666667,61.45724992662666,1.123495597453931,1.4711176945396578,0.9173787972482823
16,2019-06-02,33.95499999999917,-118.22572893322354,62.528333333333336,61.4847593721187,1.123495597453931,1.4711176945396578,0.9173787972482823
17,2019-06-02,34.004999999999164,-118.47572893322354,62.145833333333336,61.23918840575641,1.123495597453931,1.4711176945396578,0.9173787972482823
18,2019-06-02,34.26499999999916,-118.31572893322354,60.56166666666667,61.310801922333,1.123495597453931,1.4711176945396578,0.9173787972482823
19,2019-06-02,34.12499999999916,-118.25572893322354,62.28333333333333,61.4072411578305,1.123495597453931,1.4711176945396578,0.9173787972482823
20,2019-06-03,34.104999999999166,-118.20572893322354,62.814166666666665,62.72732459431855,1.123495597453931,1.4711176945396578,0.9173787972482823
21,2019-06-03,34.13499999999917,-117.95572893322354,63.33083333333334,62.94945668344927,1.123495597453931,1.4711176945396578,0.9173787972482823
22,2019-06-03,34.11499999999916,-118.10572893322356,63.14416666666667,62.81676340190161,1.123495597453931,1.4711176945396578,0.9173787972482823
23,2019-06-03,34.15499999999916,-118.04572893322354,62.27875,62.86046516362805,1.123495597453931,1.4711176945396578,0.9173787972482823
24,2019-06-03,34.20499999999917,-118.23572893322354,61.24208333333333,62.670315397607965,1.123495597453931,1.4711176945396578,0.9173787972482823
25,2019-06-03,34.174999999999166,-118.18572893322354,60.72541666666667,62.7252893101883,1.123495597453931,1.4711176945396578,0.9173787972482823
26,2019-06-03,33.95499999999917,-118.22572893322354,63.63958333333333,62.75279875568036,1.123495597453931,1.4711176945396578,0.9173787972482823
27,2019-06-03,34.004999999999164,-118.47572893322354,62.6,62.50722778931805,1.123495597453931,1.4711176945396578,0.9173787972482823
28,2019-06-03,34.26499999999916,-118.31572893322354,62.24666666666667,62.57884130589464,1.123495597453931,1.4711176945396578,0.9173787972482823
29,2019-06-03,34.12499999999916,-118.25572893322354,63.709583333333335,62.67528054139214,1.123495597453931,1.4711176945396578,0.9173787972482823
30,2019-06-04,34.104999999999166,-118.20572893322354,64.26125,63.79443361258339,1.123495597453931,1.4711176945396578,0.9173787972482823
31,2019-06-04,34.13499999999917,-117.95572893322354,65.07916666666667,64.0165657017141,1.123495597453931,1.4711176945396578,0.9173787972482823
32,2019-06-04,34.11499999999916,-118.10572893322356,64.56791666666666,63.883872420166455,1.123495597453931,1.4711176945396578,0.9173787972482823
33,2019-06-04,34.15499999999916,-118.04572893322354,64.1875,63.92757418189288,1.123495597453931,1.4711176945396578,0.9173787972482823
34,2019-06-04,34.20499999999917,-118.23572893322354,63.90958333333333,63.7374244158728,1.123495597453931,1.4711176945396578,0.9173787972482823
35,2019-06-04,34.174999999999166,-118.18572893322354,62.995000000000005,63.792398328453146,1.123495597453931,1.4711176945396578,0.9173787972482823
36,2019-06-04,33.95499999999917,-118.22572893322354,63.9675,63.81990777394519,1.123495597453931,1.4711176945396578,0.9173787972482823
37,2019-06-04,34.004999999999164,-118.47572893322354,62.779583333333335,63.574336807582895,1.123495597453931,1.4711176945396578,0.9173787972482823
38,2019-06-04,34.26499999999916,-118.31572893322354,64.23208333333334,63.645950324159486,1.123495597453931,1.4711176945396578,0.9173787972482823
39,2019-06-04,34.12499999999916,-118.25572893322354,65.35083333333334,63.74238955965697,1.123495597453931,1.4711176945396578,0.9173787972482823
40,2019-06-05,34.104999999999166,-118.20572893322354,67.05458333333333,66.14974468564274,1.123495597453931,1.4711176945396578,0.9173787972482823
41,2019-06-05,34.13499999999917,-117.95572893322354,67.8075,66.37187677477347,1.123495597453931,1.4711176945396578,0.9173787972482823
42,2019-06-05,34.11499999999916,-118.10572893322356,67.575,66.23918349322581,1.123495597453931,1.4711176945396578,0.9173787972482823
43,2019-06-05,34.15499999999916,-118.04572893322354,67.09583333333333,66.28288525495225,1.123495597453931,1.4711176945396578,0.9173787972482823
44,2019-06-05,34.20499999999917,-118.23572893322354,67.19791666666667,66.09273548893216,1.123495597453931,1.4711176945396578,0.9173787972482823
45,2019-06-05,34.174999999999166,-118.18572893322354,66.05458333333333,66.1477094015125,1.123495597453931,1.4711176945396578,0.9173787972482823
46,2019-06-05,33.95499999999917,-118.22572893322354,65.74125,66.17521884700456,1.123495597453931,1.4711176945396578,0.9173787972482823
47,2019-06-05,34.004999999999164,-118.47572893322354,64.36416666666666,65.92964788064225,1.123495597453931,1.4711176945396578,0.9173787972482823
48,2019-06-05,34.26499999999916,-118.31572893322354,67.56291666666667,66.00126139721884,1.123495597453931,1.4711176945396578,0.9173787972482823
