Date,Lat,Lon,Actual Temp,Prediction,MAE,RMSE,R²
2019-06-01,34.104999999999166,-118.20572893322354,60.99458333333333,61.21417354695246,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-01,34.13499999999917,-117.95572893322354,62.145,60.942054851528304,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-01,34.11499999999916,-118.10572893322356,61.51875,61.01787276753026,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-01,34.15499999999916,-118.04572893322354,60.74,60.17662505913808,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-01,34.20499999999917,-118.23572893322354,58.67625,59.00955511260855,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-01,34.174999999999166,-118.18572893322354,58.45875,60.32007275775501,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-01,33.95499999999917,-118.22572893322354,62.44375,62.08100883934253,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-01,34.004999999999164,-118.47572893322354,60.96125,60.58918930211157,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-01,34.26499999999916,-118.31572893322354,59.24458333333333,59.02576921797549,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-01,34.12499999999916,-118.25572893322354,61.605,61.18069767742121,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-02,34.104999999999166,-118.20572893322354,61.45583333333334,61.662378856387605,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-02,34.13499999999917,-117.95572893322354,62.13916666666666,61.27377715013675,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-02,34.11499999999916,-118.10572893322356,61.81125,61.37683837566217,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-02,34.15499999999916,-118.04572893322354,61.01458333333333,60.57467868995983,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-02,34.20499999999917,-118.23572893322354,59.47583333333333,59.76225196958783,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-02,34.174999999999166,-118.18572893322354,59.04916666666667,60.87082102561936,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-02,33.95499999999917,-118.22572893322354,62.528333333333336,62.26458767187281,0.6397153766055257,0.8332381658116781,0.9734945621399236
2019-06-02,34.004999999999164,-118.47572893322354,62.145833333333336,61.52592659168956,0.6397153766055257,0.8332381658116781,0.9734945621399236
