date,temperture,lat,lon,predicted_temperature,MAE,RMSE,R²
2019-06-01,60.99458333333333,34.104999999999166,-118.20572893322354,60.86402207132733,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-01,62.145,34.13499999999917,-117.95572893322354,60.86402713569406,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-01,61.51875,34.11499999999916,-118.10572893322356,60.86402541251615,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-01,60.74,34.15499999999916,-118.04572893322354,60.86401879456677,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-01,58.67625,34.20499999999917,-118.23572893322354,60.8639948006965,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-01,58.45875,34.174999999999166,-118.18572893322354,60.86400543736727,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-01,62.44375,33.95499999999917,-118.22572893322354,60.8640547169773,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-01,60.96125,34.004999999999164,-118.47572893322354,60.86401690806502,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-01,59.24458333333333,34.26499999999916,-118.31572893322354,60.86398149186901,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-01,61.605,34.12499999999916,-118.25572893322354,60.86401288067215,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-02,61.45583333333334,34.104999999999166,-118.20572893322354,61.39901719427436,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-02,62.13916666666666,34.13499999999917,-117.95572893322354,61.39901001805498,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-02,61.81125,34.11499999999916,-118.10572893322356,61.39901339563299,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-02,61.01458333333333,34.15499999999916,-118.04572893322354,61.399006052505705,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-02,59.47583333333333,34.20499999999917,-118.23572893322354,61.39899827324537,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-02,59.04916666666667,34.174999999999166,-118.18572893322354,61.39900298857045,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-02,62.528333333333336,33.95499999999917,-118.22572893322354,61.39904159713213,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-02,62.145833333333336,34.004999999999164,-118.47572893322354,61.39902612876836,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-02,60.56166666666667,34.26499999999916,-118.31572893322354,61.3989931934271,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-02,62.28333333333333,34.12499999999916,-118.25572893322354,61.3990138014565,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-03,62.814166666666665,34.104999999999166,-118.20572893322354,62.67480299030132,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-03,63.33083333333334,34.13499999999917,-117.95572893322354,62.67480366508307,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-03,63.14416666666667,34.11499999999916,-118.10572893322356,62.674803368910496,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-03,62.27875,34.15499999999916,-118.04572893322354,62.67479840495974,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-03,61.24208333333333,34.20499999999917,-118.23572893322354,62.674785541024136,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-03,60.72541666666667,34.174999999999166,-118.18572893322354,62.67479142537457,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-03,63.63958333333333,33.95499999999917,-118.22572893322354,62.67482327079171,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-03,62.6,34.004999999999164,-118.47572893322354,62.67479982340169,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-03,62.24666666666667,34.26499999999916,-118.31572893322354,62.67477856926476,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-03,63.709583333333335,34.12499999999916,-118.25572893322354,62.674797935903854,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-04,64.26125,34.104999999999166,-118.20572893322354,63.74930831251741,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-04,65.07916666666667,34.13499999999917,-117.95572893322354,63.74930809589438,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-04,64.56791666666666,34.11499999999916,-118.10572893322356,63.74930907634455,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-04,64.1875,34.15499999999916,-118.04572893322354,63.74930743206801,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-04,63.90958333333333,34.20499999999917,-118.23572893322354,63.74930341935167,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-04,62.995000000000005,34.174999999999166,-118.18572893322354,63.74930574323713,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-04,63.9675,33.95499999999917,-118.22572893322354,63.74930645333565,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-04,62.779583333333335,34.004999999999164,-118.47572893322354,63.749291413093495,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-04,64.23208333333334,34.26499999999916,-118.31572893322354,63.749299875084176,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-04,65.35083333333334,34.12499999999916,-118.25572893322354,63.74930599314963,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-05,67.05458333333333,34.104999999999166,-118.20572893322354,66.11398911849028,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-05,67.8075,34.13499999999917,-117.95572893322354,66.11398709586885,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-05,67.575,34.11499999999916,-118.10572893322356,66.11398977607197,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-05,67.09583333333333,34.15499999999916,-118.04572893322354,66.11399024842432,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-05,67.19791666666667,34.20499999999917,-118.23572893322354,66.11399338136792,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-05,66.05458333333333,34.174999999999166,-118.18572893322354,66.11399299268008,1.1345237593124398,1.4932873253206227,0.9148698433871243
2019-06-05,65.74125,33.95499999999917,-118.22572893322354,66.11396926015384,1.1345237593124398,1.4932873253206227,0.9148698433871243
