Unnamed: 0,date,lat,lon,temperture,predicted_temperature,MAE,RMSE,R²
0,2019-06-01,34.104999999999166,-118.20572893322354,60.99458333333333,61.19708333333333,0.8636880434782604,1.2049459388981838,0.9445716693401222
1,2019-06-01,34.13499999999917,-117.95572893322354,62.145,62.20791666666667,0.8636880434782604,1.2049459388981838,0.9445716693401222
2,2019-06-01,34.11499999999916,-118.10572893322356,61.51875,60.99583333333334,0.8636880434782604,1.2049459388981838,0.9445716693401222
3,2019-06-01,34.15499999999916,-118.04572893322354,60.74,58.51833333333334,0.8636880434782604,1.2049459388981838,0.9445716693401222
4,2019-06-01,34.20499999999917,-118.23572893322354,58.67625,55.43083333333333,0.8636880434782604,1.2049459388981838,0.9445716693401222
5,2019-06-01,34.174999999999166,-118.18572893322354,58.45875,61.04208333333333,0.8636880434782604,1.2049459388981838,0.9445716693401222
6,2019-06-01,33.95499999999917,-118.22572893322354,62.44375,62.55125,0.8636880434782604,1.2049459388981838,0.9445716693401222
7,2019-06-01,34.004999999999164,-118.47572893322354,60.96125,59.967083333333335,0.8636880434782604,1.2049459388981838,0.9445716693401222
8,2019-06-01,34.26499999999916,-118.31572893322354,59.24458333333333,58.885,0.8636880434782604,1.2049459388981838,0.9445716693401222
9,2019-06-01,34.12499999999916,-118.25572893322354,61.605,61.80916666666667,0.8636880434782604,1.2049459388981838,0.9445716693401222
10,2019-06-02,34.104999999999166,-118.20572893322354,61.45583333333334,61.59333333333333,0.8636880434782604,1.2049459388981838,0.9445716693401222
11,2019-06-02,34.13499999999917,-117.95572893322354,62.13916666666666,62.28416666666666,0.8636880434782604,1.2049459388981838,0.9445716693401222
12,2019-06-02,34.11499999999916,-118.10572893322356,61.81125,61.36625,0.8636880434782604,1.2049459388981838,0.9445716693401222
13,2019-06-02,34.15499999999916,-118.04572893322354,61.01458333333333,58.9625,0.8636880434782604,1.2049459388981838,0.9445716693401222
14,2019-06-02,34.20499999999917,-118.23572893322354,59.47583333333333,56.21208333333333,0.8636880434782604,1.2049459388981838,0.9445716693401222
15,2019-06-02,34.174999999999166,-118.18572893322354,59.04916666666667,61.52708333333334,0.8636880434782604,1.2049459388981838,0.9445716693401222
16,2019-06-02,33.95499999999917,-118.22572893322354,62.528333333333336,62.42875,0.8636880434782604,1.2049459388981838,0.9445716693401222
17,2019-06-02,34.004999999999164,-118.47572893322354,62.145833333333336,61.26791666666667,0.8636880434782604,1.2049459388981838,0.9445716693401222
18,2019-06-02,34.26499999999916,-118.31572893322354,60.56166666666667,60.18375,0.8636880434782604,1.2049459388981838,0.9445716693401222
19,2019-06-02,34.12499999999916,-118.25572893322354,62.28333333333333,62.35125,0.8636880434782604,1.2049459388981838,0.9445716693401222
20,2019-06-03,34.104999999999166,-118.20572893322354,62.814166666666665,62.986250000000005,0.8636880434782604,1.2049459388981838,0.9445716693401222
21,2019-06-03,34.13499999999917,-117.95572893322354,63.33083333333334,63.67625,0.8636880434782604,1.2049459388981838,0.9445716693401222
22,2019-06-03,34.11499999999916,-118.10572893322356,63.14416666666667,62.61958333333333,0.8636880434782604,1.2049459388981838,0.9445716693401222
23,2019-06-03,34.15499999999916,-118.04572893322354,62.27875,60.259166666666665,0.8636880434782604,1.2049459388981838,0.9445716693401222
24,2019-06-03,34.20499999999917,-118.23572893322354,61.24208333333333,57.99916666666667,0.8636880434782604,1.2049459388981838,0.9445716693401222
25,2019-06-03,34.174999999999166,-118.18572893322354,60.72541666666667,62.989583333333336,0.8636880434782604,1.2049459388981838,0.9445716693401222
26,2019-06-03,33.95499999999917,-118.22572893322354,63.63958333333333,63.53875,0.8636880434782604,1.2049459388981838,0.9445716693401222
27,2019-06-03,34.004999999999164,-118.47572893322354,62.6,61.69375,0.8636880434782604,1.2049459388981838,0.9445716693401222
28,2019-06-03,34.26499999999916,-118.31572893322354,62.24666666666667,61.885,0.8636880434782604,1.2049459388981838,0.9445716693401222
29,2019-06-03,34.12499999999916,-118.25572893322354,63.709583333333335,63.645,0.8636880434782604,1.2049459388981838,0.9445716693401222
30,2019-06-04,34.104999999999166,-118.20572893322354,64.26125,64.42875,0.8636880434782604,1.2049459388981838,0.9445716693401222
31,2019-06-04,34.13499999999917,-117.95572893322354,65.07916666666667,64.78,0.8636880434782604,1.2049459388981838,0.9445716693401222
32,2019-06-04,34.11499999999916,-118.10572893322356,64.56791666666666,64.08291666666666,0.8636880434782604,1.2049459388981838,0.9445716693401222
33,2019-06-04,34.15499999999916,-118.04572893322354,64.1875,62.903333333333336,0.8636880434782604,1.2049459388981838,0.9445716693401222
34,2019-06-04,34.20499999999917,-118.23572893322354,63.90958333333333,61.812916666666666,0.8636880434782604,1.2049459388981838,0.9445716693401222
35,2019-06-04,34.174999999999166,-118.18572893322354,62.995000000000005,64.65333333333334,0.8636880434782604,1.2049459388981838,0.9445716693401222
36,2019-06-04,33.95499999999917,-118.22572893322354,63.9675,63.64375,0.8636880434782604,1.2049459388981838,0.9445716693401222
37,2019-06-04,34.004999999999164,-118.47572893322354,62.779583333333335,61.872083333333336,0.8636880434782604,1.2049459388981838,0.9445716693401222
38,2019-06-04,34.26499999999916,-118.31572893322354,64.23208333333334,63.859166666666674,0.8636880434782604,1.2049459388981838,0.9445716693401222
39,2019-06-04,34.12499999999916,-118.25572893322354,65.35083333333334,65.0025,0.8636880434782604,1.2049459388981838,0.9445716693401222
40,2019-06-05,34.104999999999166,-118.20572893322354,67.05458333333333,67.25875,0.8636880434782604,1.2049459388981838,0.9445716693401222
41,2019-06-05,34.13499999999917,-117.95572893322354,67.8075,67.40916666666666,0.8636880434782604,1.2049459388981838,0.9445716693401222
42,2019-06-05,34.11499999999916,-118.10572893322356,67.575,67.34083333333334,0.8636880434782604,1.2049459388981838,0.9445716693401222
43,2019-06-05,34.15499999999916,-118.04572893322354,67.09583333333333,65.82833333333333,0.8636880434782604,1.2049459388981838,0.9445716693401222
44,2019-06-05,34.20499999999917,-118.23572893322354,67.19791666666667,66.26125,0.8636880434782604,1.2049459388981838,0.9445716693401222
45,2019-06-05,34.174999999999166,-118.18572893322354,66.05458333333333,67.56916666666667,0.8636880434782604,1.2049459388981838,0.9445716693401222
46,2019-06-05,33.95499999999917,-118.22572893322354,65.74125,65.14,0.8636880434782604,1.2049459388981838,0.9445716693401222
47,2019-06-05,34.004999999999164,-118.47572893322354,64.36416666666666,63.31208333333333,0.8636880434782604,1.2049459388981838,0.9445716693401222
48,2019-06-05,34.26499999999916,-118.31572893322354,67.56291666666667,67.21416666666666,0.8636880434782604,1.2049459388981838,0.9445716693401222
49,2019-06-05,34.12499999999916,-118.25572893322354,68.1425,67.6425,0.8636880434782604,1.2049459388981838,0.9445716693401222
50,2019-06-06,34.104999999999166,-118.20572893322354,67.59958333333334,67.84791666666666,0.8636880434782604,1.2049459388981838,0.9445716693401222
51,2019-06-06,34.13499999999917,-117.95572893322354,68.69500000000001,68.30291666666666,0.8636880434782604,1.2049459388981838,0.9445716693401222
52,2019-06-06,34.11499999999916,-118.10572893322356,68.33125,68.06125,0.8636880434782604,1.2049459388981838,0.9445716693401222
53,2019-06-06,34.15499999999916,-118.04572893322354,67.8975,66.70291666666667,0.8636880434782604,1.2049459388981838,0.9445716693401222
54,2019-06-06,34.20499999999917,-118.23572893322354,67.51583333333333,65.81041666666667,0.8636880434782604,1.2049459388981838,0.9445716693401222
55,2019-06-06,34.174999999999166,-118.18572893322354,66.63666666666667,68.11291666666666,0.8636880434782604,1.2049459388981838,0.9445716693401222
56,2019-06-06,33.95499999999917,-118.22572893322354,66.57291666666667,66.07666666666667,0.8636880434782604,1.2049459388981838,0.9445716693401222
57,2019-06-06,34.004999999999164,-118.47572893322354,64.67166666666667,63.42124999999999,0.8636880434782604,1.2049459388981838,0.9445716693401222
58,2019-06-06,34.26499999999916,-118.31572893322354,68.07916666666667,67.75458333333334,0.8636880434782604,1.2049459388981838,0.9445716693401222
59,2019-06-06,34.12499999999916,-118.25572893322354,68.61333333333333,68.14666666666666,0.8636880434782604,1.2049459388981838,0.9445716693401222
60,2019-06-07,34.104999999999166,-118.20572893322354,65.77208333333333,65.99374999999999,0.8636880434782604,1.2049459388981838,0.9445716693401222
61,2019-06-07,34.13499999999917,-117.95572893322354,66.71458333333334,66.66916666666667,0.8636880434782604,1.2049459388981838,0.9445716693401222
62,2019-06-07,34.11499999999916,-118.10572893322356,66.48166666666667,66.1775,0.8636880434782604,1.2049459388981838,0.9445716693401222
63,2019-06-07,34.15499999999916,-118.04572893322354,65.75625000000001,64.13041666666668,0.8636880434782604,1.2049459388981838,0.9445716693401222
64,2019-06-07,34.20499999999917,-118.23572893322354,64.94791666666667,61.82750000000001,0.8636880434782604,1.2049459388981838,0.9445716693401222
65,2019-06-07,34.174999999999166,-118.18572893322354,64.33708333333333,66.10541666666667,0.8636880434782604,1.2049459388981838,0.9445716693401222
66,2019-06-07,33.95499999999917,-118.22572893322354,65.56791666666668,65.29208333333334,0.8636880434782604,1.2049459388981838,0.9445716693401222
67,2019-06-07,34.004999999999164,-118.47572893322354,64.20583333333333,63.20208333333333,0.8636880434782604,1.2049459388981838,0.9445716693401222
68,2019-06-07,34.26499999999916,-118.31572893322354,65.63666666666667,65.28375,0.8636880434782604,1.2049459388981838,0.9445716693401222
69,2019-06-07,34.12499999999916,-118.25572893322354,66.63458333333334,66.42208333333333,0.8636880434782604,1.2049459388981838,0.9445716693401222
70,2019-06-08,34.104999999999166,-118.20572893322354,67.70916666666666,67.92416666666666,0.8636880434782604,1.2049459388981838,0.9445716693401222
71,2019-06-08,34.13499999999917,-117.95572893322354,68.42958333333333,68.5775,0.8636880434782604,1.2049459388981838,0.9445716693401222
72,2019-06-08,34.11499999999916,-118.10572893322356,68.33666666666666,68.00083333333333,0.8636880434782604,1.2049459388981838,0.9445716693401222
73,2019-06-08,34.15499999999916,-118.04572893322354,67.72166666666666,66.42625,0.8636880434782604,1.2049459388981838,0.9445716693401222
74,2019-06-08,34.20499999999917,-118.23572893322354,67.07166666666667,64.53833333333334,0.8636880434782604,1.2049459388981838,0.9445716693401222
75,2019-06-08,34.174999999999166,-118.18572893322354,66.36083333333333,68.0925,0.8636880434782604,1.2049459388981838,0.9445716693401222
76,2019-06-08,33.95499999999917,-118.22572893322354,67.26791666666666,66.79,0.8636880434782604,1.2049459388981838,0.9445716693401222
77,2019-06-08,34.004999999999164,-118.47572893322354,65.89708333333333,64.84416666666667,0.8636880434782604,1.2049459388981838,0.9445716693401222
78,2019-06-08,34.26499999999916,-118.31572893322354,67.37208333333334,67.00916666666667,0.8636880434782604,1.2049459388981838,0.9445716693401222
79,2019-06-08,34.12499999999916,-118.25572893322354,68.71416666666667,68.39958333333333,0.8636880434782604,1.2049459388981838,0.9445716693401222
80,2019-06-09,34.104999999999166,-118.20572893322354,73.58541666666666,73.75833333333334,0.8636880434782604,1.2049459388981838,0.9445716693401222
81,2019-06-09,34.13499999999917,-117.95572893322354,73.94791666666667,73.28375,0.8636880434782604,1.2049459388981838,0.9445716693401222
82,2019-06-09,34.11499999999916,-118.10572893322356,73.92833333333333,73.97583333333334,0.8636880434782604,1.2049459388981838,0.9445716693401222
83,2019-06-09,34.15499999999916,-118.04572893322354,73.4075,72.47791666666667,0.8636880434782604,1.2049459388981838,0.9445716693401222
84,2019-06-09,34.20499999999917,-118.23572893322354,75.71541666666667,74.01375,0.8636880434782604,1.2049459388981838,0.9445716693401222
85,2019-06-09,34.174999999999166,-118.18572893322354,74.08333333333333,74.49083333333333,0.8636880434782604,1.2049459388981838,0.9445716693401222
86,2019-06-09,33.95499999999917,-118.22572893322354,71.30791666666666,70.20791666666666,0.8636880434782604,1.2049459388981838,0.9445716693401222
87,2019-06-09,34.004999999999164,-118.47572893322354,69.32083333333334,68.045,0.8636880434782604,1.2049459388981838,0.9445716693401222
88,2019-06-09,34.26499999999916,-118.31572893322354,76.10166666666667,75.70041666666667,0.8636880434782604,1.2049459388981838,0.9445716693401222
89,2019-06-09,34.12499999999916,-118.25572893322354,75.40916666666668,74.23125,0.8636880434782604,1.2049459388981838,0.9445716693401222
90,2019-06-10,34.104999999999166,-118.20572893322354,80.01125,80.19458333333334,0.8636880434782604,1.2049459388981838,0.9445716693401222
91,2019-06-10,34.13499999999917,-117.95572893322354,80.63583333333334,79.99375,0.8636880434782604,1.2049459388981838,0.9445716693401222
92,2019-06-10,34.11499999999916,-118.10572893322356,80.45916666666666,80.46625,0.8636880434782604,1.2049459388981838,0.9445716693401222
93,2019-06-10,34.15499999999916,-118.04572893322354,80.35041666666667,79.44166666666666,0.8636880434782604,1.2049459388981838,0.9445716693401222
94,2019-06-10,34.20499999999917,-118.23572893322354,83.51125,81.43958333333333,0.8636880434782604,1.2049459388981838,0.9445716693401222
95,2019-06-10,34.174999999999166,-118.18572893322354,81.67958333333333,81.10625,0.8636880434782604,1.2049459388981838,0.9445716693401222
96,2019-06-10,33.95499999999917,-118.22572893322354,76.95708333333333,75.34541666666667,0.8636880434782604,1.2049459388981838,0.9445716693401222
